,Quarter,Municipality,Total,Males,Females,Non-binary/Other,Icelandic citizens,Foreign citizens
3258,2023Q2, Kjosarhreppur,270,150,120,.,250,15
3259,2023Q2,Other regions,138230,71790,66400,40,115400,22840
3260,2023Q2, Reykjanesbaer,21810,11720,10090,0,15480,6330
3261,2023Q2, Grindavikurbaer,3630,1900,1730,0,2960,680
3262,2023Q2, Sveitarfelagid Vogar,1420,770,650,.,1130,290
3263,2023Q2, Sudurnesjabaer,3850,2060,1790,0,3070,780
3264,2023Q2, Akraneskaupstadur,7960,4100,3860,0,7170,790
3265,2023Q2, Skorradalshreppur,60,30,25,.,60,.
3266,2023Q2, Hvalfjardarsveit,720,400,320,0,640,80
3267,2023Q2, Borgarbyggd,4080,2090,1990,.,3200,890
3268,2023Q2, Grundarfjardarbaer,830,430,400,.,640,200
3269,2023Q2, Eyja- og Miklaholtshreppur,130,60,70,.,100,30
3270,2023Q2, Snaefellsbaer,1660,870,790,.,1290,370
3271,2023Q2, Sveitarfelagid Stykkisholmur,1260,660,600,.,1050,210
3272,2023Q2, Dalabyggd,640,340,310,.,610,40
3273,2023Q2, Bolungarvikurkaupstadur,980,520,460,.,770,210
3274,2023Q2, Isafjardarbaer,3750,1890,1860,0,3070,680
3275,2023Q2, Reykholahreppur,240,120,120,.,230,5
3276,2023Q2, Vesturbyggd,1340,740,610,.,1000,340
3277,2023Q2, Sudavikurhreppur,230,130,100,.,160,70
3278,2023Q2, Arneshreppur,50,30,20,.,50,0
3279,2023Q2, Kaldrananeshreppur,110,50,60,.,100,15
3280,2023Q2, Strandabyggd,420,220,200,.,390,25
3281,2023Q2, Hunathing vestra,1210,600,620,0,1060,150
3282,2023Q2, Sveitarfelagid Skagastrond,470,240,230,.,440,20
3283,2023Q2, Hunabyggd,1370,720,640,.,1190,180
3284,2023Q2, Skagafjordur,4250,2130,2130,.,3900,350
3285,2023Q2, Akureyrarbaer,19720,9890,9820,10,18230,1490
3286,2023Q2, Nordurthing,3050,1600,1450,.,2480,570
3287,2023Q2, Fjallabyggd,1980,990,990,0,1800,180
3288,2023Q2, Dalvikurbyggd,1880,950,920,0,1660,220
3289,2023Q2, Eyjafjardarsveit,1160,590,570,.,1110,60
3290,2023Q2, Horgarsveit,770,400,370,.,730,35
3291,2023Q2, Svalbardsstrandarhreppur,490,260,240,.,430,70
3292,2023Q2, Grytubakkahreppur,380,200,180,.,320,60
3293,2023Q2, Tjorneshreppur,50,25,25,.,50,5
3294,2023Q2, Thingeyjarsveit,1410,730,680,0,1190,220
3295,2023Q2, Langanesbyggd,550,300,250,.,460,90
3296,2023Q2, Fjardabyggd,5120,2770,2340,5,4160,960
3297,2023Q2, Mulathing,5130,2660,2470,0,4440,690
3298,2023Q2, Vopnafjardarhreppur,650,320,320,.,590,60
3299,2023Q2, Fljotsdalshreppur,80,50,30,.,70,10
3300,2023Q2, Vestmannaeyjabaer,4400,2340,2060,0,3790,610
3301,2023Q2, Sveitarfelagid Arborg,11250,5690,5550,10,10240,1010
3302,2023Q2, Sveitarfelagid Hornafjordur,2470,1290,1180,.,1830,640
3303,2023Q2, Myrdalshreppur,860,450,400,.,370,480
3304,2023Q2, Skaftarhreppur,610,330,270,.,390,220
3305,2023Q2, Asahreppur,290,150,130,.,220,70
3306,2023Q2, Rangarthing eystra,1990,1030,960,.,1490,510
3307,2023Q2, Rangarthing ytra,1820,940,880,.,1520,300
3308,2023Q2, Hrunamannahreppur,860,460,400,.,610,250
3309,2023Q2, Hveragerdisbaer,3220,1620,1600,.,2960,260
3310,2023Q2, Sveitarfelagid Olfus,2540,1380,1160,.,2050,490
3311,2023Q2, Grimsnes- og Grafningshreppur,540,290,250,.,450,80
3312,2023Q2, Skeida- og Gnupverjahreppur,580,300,280,0,530,50
3313,2023Q2, Blaskogabyggd,1260,630,640,.,850,410
3314,2023Q2, Floahreppur,680,350,340,.,640,45
3315,2023Q3,Total,382290,195710,186430,150,319990,62310
3316,2023Q3,Capital region,242870,123170,119590,110,204360,38510
3317,2023Q3, Reykjavikurborg,136190,69240,66870,80,109730,26450
3318,2023Q3, Kopavogsbaer,39230,19810,19410,10,34370,4870
3319,2023Q3, Seltjarnarnesbaer,4580,2260,2310,0,4150,430
3320,2023Q3, Gardabaer,18900,9330,9570,0,17770,1140
3321,2023Q3, Hafnarfjardarkaupstadur,30320,15420,14890,10,26110,4210
3322,2023Q3, Mosfellsbaer,13390,6970,6420,0,11990,1400
3323,2023Q3, Kjosarhreppur,260,140,120,.,250,10
3324,2023Q3,Other regions,139420,72530,66840,45,115620,23800
3325,2023Q3, Reykjanesbaer,22010,11870,10140,5,15420,6590
3326,2023Q3, Grindavikurbaer,3610,1880,1730,0,2930,680
3327,2023Q3, Sveitarfelagid Vogar,1490,800,680,.,1180,310
3328,2023Q3, Sudurnesjabaer,3930,2090,1830,0,3120,800
3329,2023Q3, Akraneskaupstadur,8010,4140,3880,5,7220,800
3330,2023Q3, Skorradalshreppur,50,30,25,.,50,5
3331,2023Q3, Hvalfjardarsveit,720,390,330,0,650,70
3332,2023Q3, Borgarbyggd,4100,2110,1990,.,3200,890
3333,2023Q3, Grundarfjardarbaer,820,430,390,.,620,200
3334,2023Q3, Eyja- og Miklaholtshreppur,120,60,70,.,90,30
3335,2023Q3, Snaefellsbaer,1650,870,780,.,1270,380
3336,2023Q3, Sveitarfelagid Stykkisholmur,1270,660,610,.,1050,220
3337,2023Q3, Dalabyggd,640,330,310,.,600,40
3338,2023Q3, Bolungarvikurkaupstadur,990,520,470,.,780,210
3339,2023Q3, Isafjardarbaer,3750,1910,1840,5,3060,680
3340,2023Q3, Reykholahreppur,250,120,130,.,240,10
3341,2023Q3, Vesturbyggd,1350,740,610,.,990,370
3342,2023Q3, Sudavikurhreppur,220,120,90,.,160,60
3343,2023Q3, Arneshreppur,50,30,20,.,50,0
3344,2023Q3, Kaldrananeshreppur,110,50,50,.,90,15
3345,2023Q3, Strandabyggd,420,220,200,.,390,30
3346,2023Q3, Hunathing vestra,1230,600,620,0,1070,150
3347,2023Q3, Sveitarfelagid Skagastrond,450,240,220,.,430,20
3348,2023Q3, Hunabyggd,1350,720,640,.,1170,190
3349,2023Q3, Skagafjordur,4290,2140,2150,.,3930,370
3350,2023Q3, Akureyrarbaer,19830,9960,9860,10,18280,1550
3351,2023Q3, Nordurthing,3090,1620,1460,.,2490,600
3352,2023Q3, Fjallabyggd,1990,1000,980,0,1800,190
3353,2023Q3, Dalvikurbyggd,1860,940,920,0,1640,220
3354,2023Q3, Eyjafjardarsveit,1160,580,580,.,1110,50
3355,2023Q3, Horgarsveit,770,400,380,.,740,40
3356,2023Q3, Svalbardsstrandarhreppur,490,250,230,.,420,70
3357,2023Q3, Grytubakkahreppur,390,210,180,.,320,70
3358,2023Q3, Tjorneshreppur,50,25,25,.,50,5
3359,2023Q3, Thingeyjarsveit,1440,740,700,0,1200,240
3360,2023Q3, Langanesbyggd,550,300,250,.,450,110
3361,2023Q3, Fjardabyggd,5140,2790,2350,5,4140,1000
3362,2023Q3, Mulathing,5190,2690,2500,0,4420,760
3363,2023Q3, Vopnafjardarhreppur,650,330,330,.,590,60
3364,2023Q3, Fljotsdalshreppur,90,60,30,.,80,15
3365,2023Q3, Vestmannaeyjabaer,4450,2380,2080,0,3820,630
3366,2023Q3, Sveitarfelagid Arborg,11440,5800,5630,10,10350,1100
3367,2023Q3, Sveitarfelagid Hornafjordur,2470,1290,1190,.,1820,650
3368,2023Q3, Myrdalshreppur,880,470,410,.,370,510
3369,2023Q3, Skaftarhreppur,630,350,280,.,400,230
3370,2023Q3, Asahreppur,290,160,140,.,220,70
3371,2023Q3, Rangarthing eystra,2010,1040,970,.,1480,530
3372,2023Q3, Rangarthing ytra,1850,960,890,.,1540,310
3373,2023Q3, Hrunamannahreppur,850,460,390,.,600,250
3374,2023Q3, Hveragerdisbaer,3250,1650,1610,.,2990,260
3375,2023Q3, Sveitarfelagid Olfus,2600,1420,1180,.,2070,530
3376,2023Q3, Grimsnes- og Grafningshreppur,540,290,250,.,460,90
3377,2023Q3, Skeida- og Gnupverjahreppur,590,300,290,0,530,60
3378,2023Q3, Blaskogabyggd,1310,660,660,.,860,450
3379,2023Q3, Floahreppur,700,360,340,.,650,50
3380,2023Q4,Total,383760,196580,187020,160,320230,63530
3381,2023Q4,Capital region,244200,123970,120130,110,204540,39660
3382,2023Q4, Reykjavikurborg,136910,69670,67160,90,109660,27250
3383,2023Q4, Kopavogsbaer,39340,19890,19440,10,34370,4970
3384,2023Q4, Seltjarnarnesbaer,4570,2260,2310,0,4150,420
3385,2023Q4, Gardabaer,19090,9420,9670,0,17910,1180
3386,2023Q4, Hafnarfjardarkaupstadur,30620,15590,15010,15,26180,4440
3387,2023Q4, Mosfellsbaer,13400,6990,6410,0,12010,1400
3388,2023Q4, Kjosarhreppur,270,150,120,.,250,15
3389,2023Q4,Other regions,139560,72620,66900,50,115690,23870
3390,2023Q4, Reykjanesbaer,21950,11830,10120,5,15430,6520
3391,2023Q4, Grindavikurbaer,3580,1870,1710,0,2910,670
3392,2023Q4, Sveitarfelagid Vogar,1500,810,700,.,1200,300
3393,2023Q4, Sudurnesjabaer,3900,2070,1820,0,3100,800
3394,2023Q4, Akraneskaupstadur,8080,4160,3910,5,7270,800
3395,2023Q4, Skorradalshreppur,50,30,25,.,50,5
3396,2023Q4, Hvalfjardarsveit,730,390,330,0,660,70
3397,2023Q4, Borgarbyggd,4100,2120,1990,.,3210,890
3398,2023Q4, Grundarfjardarbaer,820,430,400,.,620,200
3399,2023Q4, Eyja- og Miklaholtshreppur,120,60,70,.,90,30
3400,2023Q4, Snaefellsbaer,1620,850,770,.,1250,370
3401,2023Q4, Sveitarfelagid Stykkisholmur,1270,660,600,.,1060,210
3402,2023Q4, Dalabyggd,640,330,310,.,600,40
3403,2023Q4, Bolungarvikurkaupstadur,990,520,470,.,780,210
3404,2023Q4, Isafjardarbaer,3800,1920,1870,5,3060,740
3405,2023Q4, Reykholahreppur,240,120,120,.,220,10
3406,2023Q4, Vesturbyggd,1360,750,610,.,980,370
3407,2023Q4, Sudavikurhreppur,220,130,90,.,160,60
3408,2023Q4, Arneshreppur,50,30,20,.,50,0
3409,2023Q4, Kaldrananeshreppur,100,50,50,.,90,15
3410,2023Q4, Strandabyggd,410,220,200,.,380,30
3411,2023Q4, Hunathing vestra,1210,600,610,0,1060,150
3412,2023Q4, Sveitarfelagid Skagastrond,460,240,220,.,440,20
3413,2023Q4, Hunabyggd,1350,710,640,.,1170,180
3414,2023Q4, Skagafjordur,4280,2130,2150,.,3920,360
3415,2023Q4, Akureyrarbaer,19820,9970,9840,10,18220,1600
3416,2023Q4, Nordurthing,3080,1630,1460,.,2490,600
3417,2023Q4, Fjallabyggd,1970,1000,980,0,1790,190
3418,2023Q4, Dalvikurbyggd,1870,950,920,0,1660,210
3419,2023Q4, Eyjafjardarsveit,1160,590,580,.,1110,50
3420,2023Q4, Horgarsveit,790,410,380,.,760,35
3421,2023Q4, Svalbardsstrandarhreppur,490,260,230,.,430,60
3422,2023Q4, Grytubakkahreppur,400,210,180,.,320,70
3423,2023Q4, Tjorneshreppur,50,25,25,.,50,5
3424,2023Q4, Thingeyjarsveit,1410,720,690,0,1200,210
3425,2023Q4, Langanesbyggd,540,300,240,.,440,100
3426,2023Q4, Fjardabyggd,5160,2800,2360,5,4150,1010
3427,2023Q4, Mulathing,5180,2690,2490,0,4410,770
3428,2023Q4, Vopnafjardarhreppur,650,330,330,.,580,70
3429,2023Q4, Fljotsdalshreppur,100,60,35,.,80,15
3430,2023Q4, Vestmannaeyjabaer,4450,2370,2070,0,3810,640
3431,2023Q4, Sveitarfelagid Arborg,11570,5850,5710,10,10420,1150
3432,2023Q4, Sveitarfelagid Hornafjordur,2490,1300,1190,.,1820,660
3433,2023Q4, Myrdalshreppur,880,470,410,.,370,510
3434,2023Q4, Skaftarhreppur,620,350,270,.,390,230
3435,2023Q4, Asahreppur,290,160,140,.,220,70
3436,2023Q4, Rangarthing eystra,2010,1040,960,.,1460,540
3437,2023Q4, Rangarthing ytra,1870,970,900,.,1550,320
3438,2023Q4, Hrunamannahreppur,870,470,400,.,600,260
3439,2023Q4, Hveragerdisbaer,3270,1650,1610,.,2990,280
3440,2023Q4, Sveitarfelagid Olfus,2630,1450,1180,.,2080,550
3441,2023Q4, Grimsnes- og Grafningshreppur,540,290,250,.,460,80
3442,2023Q4, Skeida- og Gnupverjahreppur,590,310,290,0,540,50
3443,2023Q4, Blaskogabyggd,1320,660,670,.,880,450
3444,2023Q4, Floahreppur,700,360,340,.,650,50
3445,2024Q1,Total,384740,197230,187340,170,320500,64230
3446,2024Q1,Capital region,245210,124580,120500,120,204670,40550
3447,2024Q1, Reykjavikurborg,137370,69940,67340,90,109480,27890
3448,2024Q1, Kopavogsbaer,39440,19920,19510,10,34390,5050
3449,2024Q1, Seltjarnarnesbaer,4570,2280,2280,0,4160,410
3450,2024Q1, Gardabaer,19300,9540,9760,0,18050,1250
3451,2024Q1, Hafnarfjardarkaupstadur,30780,15730,15030,15,26250,4520
3452,2024Q1, Mosfellsbaer,13490,7020,6460,0,12070,1410
3453,2024Q1, Kjosarhreppur,280,160,120,.,260,15
3454,2024Q1,Other regions,139520,72640,66840,45,115840,23690
3455,2024Q1, Reykjanesbaer,21900,11810,10090,5,15420,6490
3456,2024Q1, Grindavikurbaer,3470,1820,1650,0,2870,600
3457,2024Q1, Sveitarfelagid Vogar,1530,820,710,.,1230,300
3458,2024Q1, Sudurnesjabaer,3910,2090,1830,0,3110,810
3459,2024Q1, Akraneskaupstadur,8140,4180,3950,5,7310,820
3460,2024Q1, Skorradalshreppur,60,30,25,.,60,.
3461,2024Q1, Hvalfjardarsveit,750,400,340,0,680,60
3462,2024Q1, Borgarbyggd,4080,2110,1970,.,3240,840
3463,2024Q1, Grundarfjardarbaer,820,430,390,.,610,200
3464,2024Q1, Eyja- og Miklaholtshreppur,120,60,70,.,90,30
3465,2024Q1, Snaefellsbaer,1610,840,770,.,1240,370
3466,2024Q1, Sveitarfelagid Stykkisholmur,1270,660,600,.,1060,210
3467,2024Q1, Dalabyggd,640,340,300,.,600,35
3468,2024Q1, Bolungarvikurkaupstadur,990,520,480,.,790,210
3469,2024Q1, Isafjardarbaer,3800,1930,1870,5,3080,720
3470,2024Q1, Reykholahreppur,240,120,120,.,230,15
3471,2024Q1, Vesturbyggd,1340,740,600,.,990,350
3472,2024Q1, Sudavikurhreppur,230,130,100,.,160,60
3473,2024Q1, Arneshreppur,45,25,20,.,45,0
3474,2024Q1, Kaldrananeshreppur,100,50,50,.,90,15
3475,2024Q1, Strandabyggd,410,220,190,.,380,25
3476,2024Q1, Hunathing vestra,1200,590,610,0,1060,140
3477,2024Q1, Sveitarfelagid Skagastrond,450,230,210,.,430,15
3478,2024Q1, Hunabyggd,1340,700,640,.,1160,180
3479,2024Q1, Skagafjordur,4270,2130,2140,.,3920,350
3480,2024Q1, Akureyrarbaer,19830,9980,9840,10,18190,1640
3481,2024Q1, Nordurthing,3070,1620,1450,.,2490,580
3482,2024Q1, Fjallabyggd,1980,1000,970,0,1800,180
3483,2024Q1, Dalvikurbyggd,1890,960,930,.,1670,230
3484,2024Q1, Eyjafjardarsveit,1170,590,580,.,1110,60
3485,2024Q1, Horgarsveit,800,420,390,.,760,40
3486,2024Q1, Svalbardsstrandarhreppur,490,260,230,.,430,60
3487,2024Q1, Grytubakkahreppur,380,210,180,.,320,70
3488,2024Q1, Tjorneshreppur,50,25,30,.,50,5
3489,2024Q1, Thingeyjarsveit,1400,730,670,0,1200,210
3490,2024Q1, Langanesbyggd,550,300,250,.,440,100
3491,2024Q1, Fjardabyggd,5150,2790,2360,5,4130,1020
3492,2024Q1, Mulathing,5180,2690,2480,0,4420,760
3493,2024Q1, Vopnafjardarhreppur,640,320,320,.,580,60
3494,2024Q1, Fljotsdalshreppur,90,60,35,.,80,15
3495,2024Q1, Vestmannaeyjabaer,4420,2370,2050,0,3800,630
3496,2024Q1, Sveitarfelagid Arborg,11640,5880,5750,10,10460,1180
3497,2024Q1, Sveitarfelagid Hornafjordur,2480,1290,1190,.,1820,660
3498,2024Q1, Myrdalshreppur,880,470,410,.,370,520
3499,2024Q1, Skaftarhreppur,610,350,270,.,390,220
3500,2024Q1, Asahreppur,290,160,130,0,220,70
3501,2024Q1, Rangarthing eystra,2010,1050,960,.,1470,540
3502,2024Q1, Rangarthing ytra,1880,980,900,.,1560,320
3503,2024Q1, Hrunamannahreppur,890,490,400,.,610,270
3504,2024Q1, Hveragerdisbaer,3260,1650,1610,.,2980,280
3505,2024Q1, Sveitarfelagid Olfus,2640,1450,1190,.,2110,530
3506,2024Q1, Grimsnes- og Grafningshreppur,530,290,250,.,460,70
3507,2024Q1, Skeida- og Gnupverjahreppur,600,310,290,0,550,50
3508,2024Q1, Blaskogabyggd,1310,650,670,.,890,420
3509,2024Q1, Floahreppur,700,360,350,.,660,45
3510,2024Q2,Total,386970,198360,188420,180,321100,65870
3511,2024Q2,Capital region,246770,125400,121240,130,205320,41450
3512,2024Q2, Reykjavikurborg,137940,70160,67680,100,109580,28370
3513,2024Q2, Kopavogsbaer,39770,20100,19670,10,34590,5180
3514,2024Q2, Seltjarnarnesbaer,4580,2290,2290,0,4170,410
3515,2024Q2, Gardabaer,19580,9710,9870,0,18220,1370
3516,2024Q2, Hafnarfjardarkaupstadur,30990,15860,15110,20,26340,4650
3517,2024Q2, Mosfellsbaer,13630,7120,6510,0,12160,1460
3518,2024Q2, Kjosarhreppur,280,160,120,.,270,15
3519,2024Q2,Other regions,140200,72960,67190,45,115780,24410
3520,2024Q2, Reykjanesbaer,22110,11930,10180,5,15480,6630
3521,2024Q2, Grindavikurbaer,2770,1460,1310,.,2260,510
3522,2024Q2, Sveitarfelagid Vogar,1610,850,760,.,1260,350
3523,2024Q2, Sudurnesjabaer,3960,2110,1850,0,3120,840
3524,2024Q2, Akraneskaupstadur,8240,4250,3990,5,7390,850
3525,2024Q2, Skorradalshreppur,60,35,30,.,60,0
3526,2024Q2, Hvalfjardarsveit,740,390,350,0,690,60
3527,2024Q2, Borgarbyggd,4060,2110,1950,.,3230,830
3528,2024Q2, Grundarfjardarbaer,830,440,390,.,610,220
3529,2024Q2, Eyja- og Miklaholtshreppur,120,50,70,.,90,30
3530,2024Q2, Snaefellsbaer,1660,870,790,.,1250,410
3531,2024Q2, Sveitarfelagid Stykkisholmur,1280,670,610,.,1060,210
3532,2024Q2, Dalabyggd,650,340,310,.,600,45
3533,2024Q2, Bolungarvikurkaupstadur,990,520,480,.,780,210
3534,2024Q2, Isafjardarbaer,3830,1950,1880,5,3090,740
3535,2024Q2, Reykholahreppur,240,120,120,.,220,15
3536,2024Q2, Vesturbyggd,1330,730,600,.,970,360
3537,2024Q2, Sudavikurhreppur,220,120,90,.,150,60
3538,2024Q2, Arneshreppur,50,30,20,.,45,0
3539,2024Q2, Kaldrananeshreppur,110,50,60,.,90,20
3540,2024Q2, Strandabyggd,400,210,190,.,370,35
3541,2024Q2, Hunathing vestra,1220,600,610,0,1050,160
3542,2024Q2, Sveitarfelagid Skagastrond,450,230,220,.,430,20
3543,2024Q2, Hunabyggd,1370,710,660,.,1180,190
3544,2024Q2, Skagafjordur,4300,2150,2150,.,3930,370
3545,2024Q2, Akureyrarbaer,19930,10010,9910,10,18250,1680
3546,2024Q2, Nordurthing,3110,1640,1470,.,2510,600
3547,2024Q2, Fjallabyggd,1980,1000,970,0,1810,170
3548,2024Q2, Dalvikurbyggd,1880,960,920,.,1650,230
3549,2024Q2, Eyjafjardarsveit,1170,590,580,.,1110,60
3550,2024Q2, Horgarsveit,820,430,390,.,770,45
3551,2024Q2, Svalbardsstrandarhreppur,500,260,240,.,430,70
3552,2024Q2, Grytubakkahreppur,380,200,180,.,310,60
3553,2024Q2, Tjorneshreppur,50,25,30,.,50,5
3554,2024Q2, Thingeyjarsveit,1460,760,710,0,1210,250
3555,2024Q2, Langanesbyggd,550,300,250,.,450,100
3556,2024Q2, Fjardabyggd,5210,2820,2390,5,4140,1070
3557,2024Q2, Mulathing,5180,2680,2500,0,4420,760
3558,2024Q2, Vopnafjardarhreppur,650,320,330,.,580,80
3559,2024Q2, Fljotsdalshreppur,90,60,35,.,80,10
3560,2024Q2, Vestmannaeyjabaer,4460,2380,2080,0,3830,640
3561,2024Q2, Sveitarfelagid Arborg,11800,5970,5820,10,10580,1220
3562,2024Q2, Sveitarfelagid Hornafjordur,2510,1300,1210,.,1820,700
3563,2024Q2, Myrdalshreppur,930,500,440,.,370,570
3564,2024Q2, Skaftarhreppur,640,350,280,.,390,240
3565,2024Q2, Asahreppur,290,160,130,0,210,80
3566,2024Q2, Rangarthing eystra,2060,1070,990,.,1490,570
3567,2024Q2, Rangarthing ytra,1910,1010,900,.,1580,330
3568,2024Q2, Hrunamannahreppur,900,500,400,.,610,290
3569,2024Q2, Hveragerdisbaer,3270,1670,1600,.,2980,290
3570,2024Q2, Sveitarfelagid Olfus,2680,1460,1220,.,2170,510
3571,2024Q2, Grimsnes- og Grafningshreppur,540,290,250,.,470,80
3572,2024Q2, Skeida- og Gnupverjahreppur,610,310,300,0,560,50
3573,2024Q2, Blaskogabyggd,1360,670,690,.,900,460
3574,2024Q2, Floahreppur,710,360,350,.,660,50
3575,2024Q3,Total,388790,199340,189250,190,321460,67330
3576,2024Q3,Capital region,248190,126140,121900,140,205980,42210
3577,2024Q3, Reykjavikurborg,138510,70520,67870,110,109640,28860
3578,2024Q3, Kopavogsbaer,39880,20120,19740,10,34670,5210
3579,2024Q3, Seltjarnarnesbaer,4580,2280,2300,0,4170,410
3580,2024Q3, Gardabaer,19960,9860,10090,5,18510,1450
3581,2024Q3, Hafnarfjardarkaupstadur,31330,16040,15270,20,26520,4810
3582,2024Q3, Mosfellsbaer,13650,7150,6500,0,12200,1450
3583,2024Q3, Kjosarhreppur,290,160,120,.,270,15
3584,2024Q3,Other regions,140600,73200,67350,50,115480,25120
3585,2024Q3, Reykjanesbaer,22520,12180,10340,5,15720,6810
3586,2024Q3, Grindavikurbaer,1600,880,720,.,1200,400
3587,2024Q3, Sveitarfelagid Vogar,1730,900,830,.,1330,400
3588,2024Q3, Sudurnesjabaer,4050,2150,1890,0,3170,870
3589,2024Q3, Akraneskaupstadur,8270,4260,4010,5,7430,850
3590,2024Q3, Skorradalshreppur,70,35,30,.,70,0
3591,2024Q3, Hvalfjardarsveit,750,400,350,0,700,50
3592,2024Q3, Borgarbyggd,4100,2150,1950,.,3240,860
3593,2024Q3, Grundarfjardarbaer,830,440,390,0,620,220
3594,2024Q3, Eyja- og Miklaholtshreppur,120,50,70,.,90,30
3595,2024Q3, Snaefellsbaer,1680,880,800,.,1260,420
3596,2024Q3, Sveitarfelagid Stykkisholmur,1290,670,620,.,1060,230
3597,2024Q3, Dalabyggd,650,340,310,.,610,45
3598,2024Q3, Bolungarvikurkaupstadur,1000,520,480,.,780,220
3599,2024Q3, Isafjardarbaer,3830,1960,1870,5,3070,770
3600,2024Q3, Reykholahreppur,240,120,120,.,220,20
3601,2024Q3, Vesturbyggd,1310,720,590,.,960,350
3602,2024Q3, Sudavikurhreppur,220,120,90,.,150,70
3603,2024Q3, Arneshreppur,50,30,20,.,50,5
3604,2024Q3, Kaldrananeshreppur,110,50,60,.,90,20
3605,2024Q3, Strandabyggd,410,210,190,.,370,40
3606,2024Q3, Hunathing vestra,1210,600,610,0,1050,170
3607,2024Q3, Sveitarfelagid Skagastrond,460,240,220,.,440,20
3608,2024Q3, Hunabyggd,1370,710,660,.,1170,200
3609,2024Q3, Skagafjordur,4330,2160,2170,.,3940,380
3610,2024Q3, Akureyrarbaer,19970,10040,9910,10,18260,1700
3611,2024Q3, Nordurthing,3130,1650,1480,.,2500,630
3612,2024Q3, Fjallabyggd,1970,1000,970,0,1790,170
3613,2024Q3, Dalvikurbyggd,1900,960,940,.,1660,240
3614,2024Q3, Eyjafjardarsveit,1190,600,590,.,1120,70
3615,2024Q3, Horgarsveit,840,440,400,.,800,45
3616,2024Q3, Svalbardsstrandarhreppur,520,270,240,.,440,80
3617,2024Q3, Grytubakkahreppur,390,210,180,.,310,80
3618,2024Q3, Tjorneshreppur,50,25,30,.,50,5
3619,2024Q3, Thingeyjarsveit,1480,770,710,0,1200,280
3620,2024Q3, Langanesbyggd,560,310,250,.,440,110
3621,2024Q3, Fjardabyggd,5240,2820,2420,5,4130,1110
3622,2024Q3, Mulathing,5260,2720,2530,0,4440,820
3623,2024Q3, Vopnafjardarhreppur,660,330,330,.,570,90
3624,2024Q3, Fljotsdalshreppur,90,60,35,.,80,15
3625,2024Q3, Vestmannaeyjabaer,4500,2400,2100,0,3850,660
3626,2024Q3, Sveitarfelagid Arborg,12020,6080,5920,10,10740,1270
3627,2024Q3, Sveitarfelagid Hornafjordur,2570,1330,1240,.,1840,730
3628,2024Q3, Myrdalshreppur,970,510,460,.,380,590
3629,2024Q3, Skaftarhreppur,640,350,290,.,390,250
3630,2024Q3, Asahreppur,290,160,140,0,220,80
3631,2024Q3, Rangarthing eystra,2070,1070,1010,.,1480,590
3632,2024Q3, Rangarthing ytra,1940,1020,920,.,1600,330
3633,2024Q3, Hrunamannahreppur,910,510,400,.,610,310
3634,2024Q3, Hveragerdisbaer,3290,1670,1610,.,2990,300
3635,2024Q3, Sveitarfelagid Olfus,2720,1470,1250,.,2210,510
3636,2024Q3, Grimsnes- og Grafningshreppur,570,300,270,.,490,80
3637,2024Q3, Skeida- og Gnupverjahreppur,610,310,300,0,560,60
3638,2024Q3, Blaskogabyggd,1360,670,690,.,900,460
3639,2024Q3, Floahreppur,720,360,350,.,660,50
3640,2024Q4,Total,389450,199620,189620,200,321870,67580
3641,2024Q4,Capital region,249050,126520,122380,150,206430,42620
3642,2024Q4, Reykjavikurborg,138770,70610,68050,120,109720,29050
3643,2024Q4, Kopavogsbaer,40030,20210,19820,10,34720,5310
3644,2024Q4, Seltjarnarnesbaer,4590,2290,2300,0,4150,440
3645,2024Q4, Gardabaer,20120,9950,10160,5,18630,1490
3646,2024Q4, Hafnarfjardarkaupstadur,31530,16130,15380,20,26640,4890
3647,2024Q4, Mosfellsbaer,13720,7160,6550,0,12290,1430
3648,2024Q4, Kjosarhreppur,300,170,130,.,290,15
3649,2024Q4,Other regions,140400,73100,67240,50,115430,24960
3650,2024Q4, Reykjanesbaer,22500,12120,10370,5,15740,6760
3651,2024Q4, Grindavikurbaer,1250,700,540,.,930,320
3652,2024Q4, Sveitarfelagid Vogar,1740,910,830,.,1350,400
3653,2024Q4, Sudurnesjabaer,4090,2180,1910,0,3210,880
3654,2024Q4, Akraneskaupstadur,8290,4260,4030,5,7440,850
3655,2024Q4, Skorradalshreppur,70,35,30,.,60,0
3656,2024Q4, Hvalfjardarsveit,760,410,350,0,700,60
3657,2024Q4, Borgarbyggd,4100,2150,1950,.,3240,860
3658,2024Q4, Grundarfjardarbaer,830,440,390,0,620,200
3659,2024Q4, Eyja- og Miklaholtshreppur,120,50,70,.,90,35
3660,2024Q4, Snaefellsbaer,1670,880,790,.,1260,410
3661,2024Q4, Sveitarfelagid Stykkisholmur,1290,670,610,.,1060,220
3662,2024Q4, Dalabyggd,650,340,310,.,600,40
3663,2024Q4, Bolungarvikurkaupstadur,1000,510,480,.,770,220
3664,2024Q4, Isafjardarbaer,3830,1970,1860,5,3070,760
3665,2024Q4, Reykholahreppur,250,120,120,.,220,25
3666,2024Q4, Vesturbyggd,1310,720,590,.,970,350
3667,2024Q4, Sudavikurhreppur,210,120,90,.,150,60
3668,2024Q4, Arneshreppur,60,35,25,.,60,5
3669,2024Q4, Kaldrananeshreppur,120,50,60,0,90,25
