,Quarter,Municipality,Total,Males,Females,Non-binary/Other,Icelandic citizens,Foreign citizens
1822,2017Q4, Reykjavikurborg,123160,61880,61280,.,108540,14620
1823,2017Q4, Kopavogsbaer,35380,17780,17600,.,32500,2880
1824,2017Q4, Seltjarnarnesbaer,4490,2220,2270,.,4190,300
1825,2017Q4, Gardabaer,15460,7630,7830,.,14850,600
1826,2017Q4, Hafnarfjardarkaupstadur,28970,14470,14500,.,26280,2690
1827,2017Q4, Mosfellsbaer,10400,5370,5030,.,9780,620
1828,2017Q4, Kjosarhreppur,220,110,110,.,210,10
1829,2017Q4,Other regions,124160,64270,59890,.,110350,13810
1830,2017Q4, Reykjanesbaer,17380,9140,8240,.,14000,3380
1831,2017Q4, Grindavikurbaer,3280,1730,1560,.,2810,470
1832,2017Q4, Sveitarfelagid Vogar,1250,650,600,.,1050,200
1833,2017Q4, Sudurnesjabaer,3340,1800,1540,.,2770,570
1834,2017Q4, Akraneskaupstadur,7180,3680,3500,.,6600,580
1835,2017Q4, Skorradalshreppur,50,30,25,.,50,.
1836,2017Q4, Hvalfjardarsveit,640,330,310,.,610,30
1837,2017Q4, Borgarbyggd,3690,1960,1740,.,3320,380
1838,2017Q4, Grundarfjardarbaer,850,440,410,.,690,160
1839,2017Q4, Eyja- og Miklaholtshreppur,120,60,70,.,100,20
1840,2017Q4, Snaefellsbaer,1630,840,790,.,1330,300
1841,2017Q4, Sveitarfelagid Stykkisholmur,1220,620,590,.,1090,120
1842,2017Q4, Dalabyggd,660,350,310,.,630,30
1843,2017Q4, Bolungarvikurkaupstadur,930,500,430,.,770,170
1844,2017Q4, Isafjardarbaer,3640,1870,1780,.,3160,480
1845,2017Q4, Reykholahreppur,270,140,130,.,260,10
1846,2017Q4, Vesturbyggd,1240,660,580,.,1040,210
1847,2017Q4, Sudavikurhreppur,190,100,80,.,160,30
1848,2017Q4, Arneshreppur,40,20,20,.,40,0
1849,2017Q4, Kaldrananeshreppur,110,50,60,.,100,15
1850,2017Q4, Strandabyggd,440,230,210,.,430,10
1851,2017Q4, Hunathing vestra,1180,570,610,.,1100,80
1852,2017Q4, Sveitarfelagid Skagastrond,480,240,240,.,460,20
1853,2017Q4, Hunabyggd,1360,710,660,.,1260,100
1854,2017Q4, Skagafjordur,4110,2050,2060,.,3900,210
1855,2017Q4, Akureyrarbaer,18630,9300,9330,.,17880,740
1856,2017Q4, Nordurthing,3160,1780,1380,.,2560,600
1857,2017Q4, Fjallabyggd,2000,1010,990,.,1900,100
1858,2017Q4, Dalvikurbyggd,1850,950,900,.,1670,180
1859,2017Q4, Eyjafjardarsveit,1000,500,500,.,960,45
1860,2017Q4, Horgarsveit,570,290,280,.,550,20
1861,2017Q4, Svalbardsstrandarhreppur,470,280,200,.,370,100
1862,2017Q4, Grytubakkahreppur,370,200,180,.,340,30
1863,2017Q4, Tjorneshreppur,60,25,30,.,60,0
1864,2017Q4, Thingeyjarsveit,1410,770,640,.,1200,220
1865,2017Q4, Langanesbyggd,570,310,250,.,490,80
1866,2017Q4, Fjardabyggd,4900,2600,2300,.,4300,600
1867,2017Q4, Mulathing,4750,2450,2310,.,4400,360
1868,2017Q4, Vopnafjardarhreppur,650,330,330,.,620,30
1869,2017Q4, Fljotsdalshreppur,80,45,30,.,70,5
1870,2017Q4, Vestmannaeyjabaer,4240,2210,2040,.,3930,320
1871,2017Q4, Sveitarfelagid Arborg,8890,4500,4390,.,8410,490
1872,2017Q4, Sveitarfelagid Hornafjordur,2270,1190,1070,.,1930,340
1873,2017Q4, Myrdalshreppur,610,320,290,.,410,200
1874,2017Q4, Skaftarhreppur,560,300,260,.,430,130
1875,2017Q4, Asahreppur,250,130,120,.,190,60
1876,2017Q4, Rangarthing eystra,1770,920,850,.,1480,290
1877,2017Q4, Rangarthing ytra,1580,780,800,.,1380,200
1878,2017Q4, Hrunamannahreppur,760,410,350,.,620,140
1879,2017Q4, Hveragerdisbaer,2530,1280,1260,.,2410,130
1880,2017Q4, Sveitarfelagid Olfus,2080,1100,980,.,1770,320
1881,2017Q4, Grimsnes- og Grafningshreppur,470,250,220,.,410,60
1882,2017Q4, Skeida- og Gnupverjahreppur,650,380,270,.,490,160
1883,2017Q4, Blaskogabyggd,1090,560,540,.,850,240
1884,2017Q4, Floahreppur,640,340,300,.,600,35
1885,2018Q1,Total,343450,174440,169010,.,307030,36420
1886,2018Q1,Capital region,219030,110040,108990,.,196600,22430
1887,2018Q1, Reykjavikurborg,123530,62110,61430,.,108430,15100
1888,2018Q1, Kopavogsbaer,35630,17920,17710,.,32610,3010
1889,2018Q1, Seltjarnarnesbaer,4500,2230,2280,.,4190,310
1890,2018Q1, Gardabaer,15570,7680,7890,.,14980,590
1891,2018Q1, Hafnarfjardarkaupstadur,29080,14580,14500,.,26320,2760
1892,2018Q1, Mosfellsbaer,10510,5420,5090,.,9870,640
1893,2018Q1, Kjosarhreppur,220,110,100,.,200,15
1894,2018Q1,Other regions,124420,64400,60030,.,110440,13990
1895,2018Q1, Reykjanesbaer,17580,9270,8310,.,14060,3530
1896,2018Q1, Grindavikurbaer,3330,1750,1580,.,2830,500
1897,2018Q1, Sveitarfelagid Vogar,1250,660,590,.,1040,210
1898,2018Q1, Sudurnesjabaer,3350,1800,1550,.,2780,570
1899,2018Q1, Akraneskaupstadur,7200,3690,3510,.,6610,600
1900,2018Q1, Skorradalshreppur,50,25,25,.,50,.
1901,2018Q1, Hvalfjardarsveit,650,330,320,.,620,30
1902,2018Q1, Borgarbyggd,3670,1950,1730,.,3300,370
1903,2018Q1, Grundarfjardarbaer,850,440,410,.,680,170
1904,2018Q1, Eyja- og Miklaholtshreppur,120,50,70,.,100,20
1905,2018Q1, Snaefellsbaer,1650,850,800,.,1340,310
1906,2018Q1, Sveitarfelagid Stykkisholmur,1220,630,590,.,1090,130
1907,2018Q1, Dalabyggd,650,340,300,.,620,30
1908,2018Q1, Bolungarvikurkaupstadur,920,490,430,.,750,170
1909,2018Q1, Isafjardarbaer,3670,1890,1790,.,3170,500
1910,2018Q1, Reykholahreppur,270,140,130,.,270,10
1911,2018Q1, Vesturbyggd,1220,650,570,.,1020,200
1912,2018Q1, Sudavikurhreppur,190,100,90,.,150,35
1913,2018Q1, Arneshreppur,45,20,25,.,40,0
1914,2018Q1, Kaldrananeshreppur,110,50,60,.,100,10
1915,2018Q1, Strandabyggd,450,240,210,.,430,15
1916,2018Q1, Hunathing vestra,1170,570,600,.,1090,80
1917,2018Q1, Sveitarfelagid Skagastrond,460,240,230,.,450,20
1918,2018Q1, Hunabyggd,1370,710,660,.,1260,100
1919,2018Q1, Skagafjordur,4110,2060,2060,.,3900,220
1920,2018Q1, Akureyrarbaer,18630,9300,9330,.,17870,760
1921,2018Q1, Nordurthing,3110,1720,1390,.,2560,550
1922,2018Q1, Fjallabyggd,2000,1010,990,.,1890,110
1923,2018Q1, Dalvikurbyggd,1860,960,900,.,1680,180
1924,2018Q1, Eyjafjardarsveit,1000,500,500,.,960,40
1925,2018Q1, Horgarsveit,590,300,290,.,560,25
1926,2018Q1, Svalbardsstrandarhreppur,470,260,200,.,380,80
1927,2018Q1, Grytubakkahreppur,360,190,170,.,340,30
1928,2018Q1, Tjorneshreppur,60,25,30,.,60,0
1929,2018Q1, Thingeyjarsveit,1380,740,640,.,1200,180
1930,2018Q1, Langanesbyggd,580,320,260,.,490,90
1931,2018Q1, Fjardabyggd,4930,2620,2310,.,4310,620
1932,2018Q1, Mulathing,4750,2440,2310,.,4410,350
1933,2018Q1, Vopnafjardarhreppur,660,330,330,.,630,30
1934,2018Q1, Fljotsdalshreppur,70,45,30,.,70,5
1935,2018Q1, Vestmannaeyjabaer,4240,2210,2030,.,3910,330
1936,2018Q1, Sveitarfelagid Arborg,8980,4540,4440,.,8480,490
1937,2018Q1, Sveitarfelagid Hornafjordur,2270,1200,1070,.,1920,350
1938,2018Q1, Myrdalshreppur,620,320,300,.,420,200
1939,2018Q1, Skaftarhreppur,550,290,250,.,430,120
1940,2018Q1, Asahreppur,240,120,120,.,190,50
1941,2018Q1, Rangarthing eystra,1790,930,850,.,1490,300
1942,2018Q1, Rangarthing ytra,1570,780,790,.,1370,200
1943,2018Q1, Hrunamannahreppur,760,410,350,.,620,140
1944,2018Q1, Hveragerdisbaer,2550,1280,1260,.,2420,130
1945,2018Q1, Sveitarfelagid Olfus,2080,1110,970,.,1760,330
1946,2018Q1, Grimsnes- og Grafningshreppur,460,250,210,.,390,60
1947,2018Q1, Skeida- og Gnupverjahreppur,650,380,270,.,480,170
1948,2018Q1, Blaskogabyggd,1080,550,520,.,850,230
1949,2018Q1, Floahreppur,630,340,300,.,600,35
1950,2018Q2,Total,345820,175780,170040,.,307800,38020
1951,2018Q2,Capital region,220330,110830,109500,.,197080,23260
1952,2018Q2, Reykjavikurborg,124040,62470,61570,.,108340,15700
1953,2018Q2, Kopavogsbaer,35760,17960,17800,.,32690,3070
1954,2018Q2, Seltjarnarnesbaer,4520,2230,2290,.,4210,310
1955,2018Q2, Gardabaer,15760,7770,7990,.,15170,590
1956,2018Q2, Hafnarfjardarkaupstadur,29210,14680,14530,.,26370,2840
1957,2018Q2, Mosfellsbaer,10820,5600,5220,.,10090,730
1958,2018Q2, Kjosarhreppur,230,120,110,.,210,20
1959,2018Q2,Other regions,125490,64950,60540,.,110720,14770
1960,2018Q2, Reykjanesbaer,17960,9510,8460,.,14060,3900
1961,2018Q2, Grindavikurbaer,3340,1750,1590,.,2840,500
1962,2018Q2, Sveitarfelagid Vogar,1260,670,600,.,1030,230
1963,2018Q2, Sudurnesjabaer,3430,1830,1590,.,2810,620
1964,2018Q2, Akraneskaupstadur,7270,3740,3530,.,6650,620
1965,2018Q2, Skorradalshreppur,50,25,25,.,50,.
1966,2018Q2, Hvalfjardarsveit,660,340,320,.,630,35
1967,2018Q2, Borgarbyggd,3700,1970,1740,.,3300,400
1968,2018Q2, Grundarfjardarbaer,860,440,410,.,690,170
1969,2018Q2, Eyja- og Miklaholtshreppur,120,60,70,.,100,25
1970,2018Q2, Snaefellsbaer,1650,850,800,.,1350,300
1971,2018Q2, Sveitarfelagid Stykkisholmur,1240,640,600,.,1090,150
1972,2018Q2, Dalabyggd,650,340,300,.,620,30
1973,2018Q2, Bolungarvikurkaupstadur,930,500,430,.,760,170
1974,2018Q2, Isafjardarbaer,3710,1910,1810,.,3200,520
1975,2018Q2, Reykholahreppur,260,130,130,.,250,10
1976,2018Q2, Vesturbyggd,1220,650,570,.,1020,200
1977,2018Q2, Sudavikurhreppur,190,100,90,.,150,45
1978,2018Q2, Arneshreppur,45,20,20,.,40,0
1979,2018Q2, Kaldrananeshreppur,100,50,50,.,90,10
1980,2018Q2, Strandabyggd,440,240,210,.,420,20
1981,2018Q2, Hunathing vestra,1170,570,600,.,1090,80
1982,2018Q2, Sveitarfelagid Skagastrond,450,230,220,.,430,20
1983,2018Q2, Hunabyggd,1390,720,670,.,1280,110
1984,2018Q2, Skagafjordur,4140,2070,2070,.,3910,230
1985,2018Q2, Akureyrarbaer,18660,9320,9340,.,17850,800
1986,2018Q2, Nordurthing,3020,1610,1410,.,2560,460
1987,2018Q2, Fjallabyggd,2000,1000,990,.,1880,110
1988,2018Q2, Dalvikurbyggd,1860,960,900,.,1680,180
1989,2018Q2, Eyjafjardarsveit,1000,500,500,.,970,40
1990,2018Q2, Horgarsveit,590,300,290,.,570,25
1991,2018Q2, Svalbardsstrandarhreppur,460,250,210,.,380,80
1992,2018Q2, Grytubakkahreppur,370,190,170,.,340,30
1993,2018Q2, Tjorneshreppur,60,25,30,.,50,5
1994,2018Q2, Thingeyjarsveit,1380,730,650,.,1210,170
1995,2018Q2, Langanesbyggd,590,320,270,.,490,100
1996,2018Q2, Fjardabyggd,4990,2650,2340,.,4350,650
1997,2018Q2, Mulathing,4820,2470,2340,.,4420,390
1998,2018Q2, Vopnafjardarhreppur,640,320,320,.,610,35
1999,2018Q2, Fljotsdalshreppur,70,45,25,.,70,5
2000,2018Q2, Vestmannaeyjabaer,4250,2220,2030,.,3890,360
2001,2018Q2, Sveitarfelagid Arborg,9110,4610,4500,.,8600,510
2002,2018Q2, Sveitarfelagid Hornafjordur,2310,1230,1080,.,1920,390
2003,2018Q2, Myrdalshreppur,640,340,300,.,410,230
2004,2018Q2, Skaftarhreppur,580,310,270,.,430,150
2005,2018Q2, Asahreppur,250,130,120,.,190,60
2006,2018Q2, Rangarthing eystra,1810,950,860,.,1490,320
2007,2018Q2, Rangarthing ytra,1570,790,780,.,1360,210
2008,2018Q2, Hrunamannahreppur,770,420,360,.,620,150
2009,2018Q2, Hveragerdisbaer,2570,1290,1280,.,2440,120
2010,2018Q2, Sveitarfelagid Olfus,2090,1110,980,.,1760,330
2011,2018Q2, Grimsnes- og Grafningshreppur,460,250,210,.,390,70
2012,2018Q2, Skeida- og Gnupverjahreppur,630,360,260,.,480,150
2013,2018Q2, Blaskogabyggd,1090,560,540,.,840,250
2014,2018Q2, Floahreppur,640,340,300,.,610,35
2015,2018Q3,Total,347880,177030,170860,.,308200,39680
2016,2018Q3,Capital region,221620,111670,109950,.,197380,24240
2017,2018Q3, Reykjavikurborg,124550,62820,61730,.,108260,16290
2018,2018Q3, Kopavogsbaer,36060,18200,17860,.,32810,3240
2019,2018Q3, Seltjarnarnesbaer,4510,2210,2300,.,4200,320
2020,2018Q3, Gardabaer,15910,7850,8050,.,15260,640
2021,2018Q3, Hafnarfjardarkaupstadur,29270,14730,14540,.,26340,2930
2022,2018Q3, Mosfellsbaer,11100,5740,5360,.,10290,810
2023,2018Q3, Kjosarhreppur,230,120,110,.,210,15
2024,2018Q3,Other regions,126260,65360,60900,.,110820,15440
2025,2018Q3, Reykjanesbaer,18270,9690,8590,.,14100,4170
2026,2018Q3, Grindavikurbaer,3330,1760,1570,.,2810,520
2027,2018Q3, Sveitarfelagid Vogar,1250,670,590,.,1030,220
2028,2018Q3, Sudurnesjabaer,3450,1850,1600,.,2820,630
2029,2018Q3, Akraneskaupstadur,7300,3770,3530,.,6650,640
2030,2018Q3, Skorradalshreppur,50,25,25,.,50,.
2031,2018Q3, Hvalfjardarsveit,650,340,320,.,620,35
2032,2018Q3, Borgarbyggd,3730,1980,1750,.,3310,410
2033,2018Q3, Grundarfjardarbaer,860,440,420,.,690,170
2034,2018Q3, Eyja- og Miklaholtshreppur,120,50,70,.,100,25
2035,2018Q3, Snaefellsbaer,1650,850,800,.,1340,310
2036,2018Q3, Sveitarfelagid Stykkisholmur,1240,640,600,.,1080,170
2037,2018Q3, Dalabyggd,660,340,320,.,620,40
2038,2018Q3, Bolungarvikurkaupstadur,930,490,430,.,760,170
2039,2018Q3, Isafjardarbaer,3730,1900,1830,.,3210,520
2040,2018Q3, Reykholahreppur,260,130,130,.,240,15
2041,2018Q3, Vesturbyggd,1230,660,570,.,1030,200
2042,2018Q3, Sudavikurhreppur,190,100,90,.,150,45
2043,2018Q3, Arneshreppur,40,20,20,.,40,0
2044,2018Q3, Kaldrananeshreppur,100,50,50,.,90,10
2045,2018Q3, Strandabyggd,450,240,210,.,420,25
2046,2018Q3, Hunathing vestra,1160,570,600,.,1080,80
2047,2018Q3, Sveitarfelagid Skagastrond,460,230,220,.,440,20
2048,2018Q3, Hunabyggd,1390,730,660,.,1270,120
2049,2018Q3, Skagafjordur,4130,2070,2070,.,3910,230
2050,2018Q3, Akureyrarbaer,18700,9320,9380,.,17850,850
2051,2018Q3, Nordurthing,2950,1560,1400,.,2550,410
2052,2018Q3, Fjallabyggd,1980,1000,980,.,1870,110
2053,2018Q3, Dalvikurbyggd,1860,950,910,.,1670,190
2054,2018Q3, Eyjafjardarsveit,1010,510,510,.,970,40
2055,2018Q3, Horgarsveit,600,300,290,.,580,20
2056,2018Q3, Svalbardsstrandarhreppur,470,270,200,.,380,90
2057,2018Q3, Grytubakkahreppur,370,200,180,.,340,30
2058,2018Q3, Tjorneshreppur,60,25,30,.,50,5
2059,2018Q3, Thingeyjarsveit,1380,730,650,.,1210,170
2060,2018Q3, Langanesbyggd,590,320,270,.,490,100
2061,2018Q3, Fjardabyggd,5020,2680,2340,.,4360,670
2062,2018Q3, Mulathing,4850,2490,2360,.,4440,410
2063,2018Q3, Vopnafjardarhreppur,650,320,320,.,610,40
2064,2018Q3, Fljotsdalshreppur,70,45,25,.,70,5
2065,2018Q3, Vestmannaeyjabaer,4270,2230,2040,.,3900,370
2066,2018Q3, Sveitarfelagid Arborg,9240,4670,4580,.,8690,550
2067,2018Q3, Sveitarfelagid Hornafjordur,2340,1250,1090,.,1920,420
2068,2018Q3, Myrdalshreppur,670,360,310,.,420,250
2069,2018Q3, Skaftarhreppur,570,310,270,.,420,150
2070,2018Q3, Asahreppur,240,130,110,.,190,60
2071,2018Q3, Rangarthing eystra,1850,980,880,.,1490,360
2072,2018Q3, Rangarthing ytra,1600,800,800,.,1370,230
2073,2018Q3, Hrunamannahreppur,770,420,360,.,620,150
2074,2018Q3, Hveragerdisbaer,2600,1300,1300,.,2470,130
2075,2018Q3, Sveitarfelagid Olfus,2110,1130,980,.,1770,340
2076,2018Q3, Grimsnes- og Grafningshreppur,480,250,220,.,400,80
2077,2018Q3, Skeida- og Gnupverjahreppur,620,360,260,.,470,150
2078,2018Q3, Blaskogabyggd,1090,550,540,.,830,260
2079,2018Q3, Floahreppur,640,340,310,.,610,35
2080,2018Q4,Total,349550,178000,171550,.,308780,40780
2081,2018Q4,Capital region,223040,112510,110530,.,197950,25090
2082,2018Q4, Reykjavikurborg,125390,63310,62090,.,108490,16900
2083,2018Q4, Kopavogsbaer,36310,18400,17900,.,32910,3400
2084,2018Q4, Seltjarnarnesbaer,4570,2240,2330,.,4250,320
2085,2018Q4, Gardabaer,16020,7900,8120,.,15340,680
2086,2018Q4, Hafnarfjardarkaupstadur,29230,14710,14520,.,26300,2930
2087,2018Q4, Mosfellsbaer,11290,5810,5480,.,10460,830
2088,2018Q4, Kjosarhreppur,230,130,110,.,220,20
2089,2018Q4,Other regions,126520,65500,61020,.,110830,15690
2090,2018Q4, Reykjanesbaer,18410,9770,8640,.,14180,4230
2091,2018Q4, Grindavikurbaer,3380,1780,1600,.,2820,550
2092,2018Q4, Sveitarfelagid Vogar,1250,670,580,.,1020,230
2093,2018Q4, Sudurnesjabaer,3430,1830,1600,.,2790,640
2094,2018Q4, Akraneskaupstadur,7310,3780,3530,.,6630,680
2095,2018Q4, Skorradalshreppur,60,30,30,.,60,.
2096,2018Q4, Hvalfjardarsveit,630,330,300,.,600,30
2097,2018Q4, Borgarbyggd,3730,1970,1760,.,3310,420
2098,2018Q4, Grundarfjardarbaer,840,440,410,.,680,160
2099,2018Q4, Eyja- og Miklaholtshreppur,120,50,70,.,100,15
2100,2018Q4, Snaefellsbaer,1650,850,800,.,1350,300
2101,2018Q4, Sveitarfelagid Stykkisholmur,1240,640,600,.,1080,170
2102,2018Q4, Dalabyggd,660,340,320,.,620,40
2103,2018Q4, Bolungarvikurkaupstadur,940,500,440,.,760,180
2104,2018Q4, Isafjardarbaer,3720,1900,1830,.,3200,530
2105,2018Q4, Reykholahreppur,260,130,130,.,250,10
2106,2018Q4, Vesturbyggd,1220,650,570,.,1030,190
2107,2018Q4, Sudavikurhreppur,200,110,90,.,150,50
2108,2018Q4, Arneshreppur,40,20,20,.,40,.
2109,2018Q4, Kaldrananeshreppur,100,50,50,.,90,15
2110,2018Q4, Strandabyggd,430,230,200,.,410,25
2111,2018Q4, Hunathing vestra,1170,570,600,.,1080,90
2112,2018Q4, Sveitarfelagid Skagastrond,450,230,220,.,420,20
2113,2018Q4, Hunabyggd,1390,730,660,.,1270,120
2114,2018Q4, Skagafjordur,4150,2090,2060,.,3910,240
2115,2018Q4, Akureyrarbaer,18730,9360,9370,.,17820,910
2116,2018Q4, Nordurthing,2930,1540,1390,.,2540,390
2117,2018Q4, Fjallabyggd,1980,1000,980,.,1870,110
2118,2018Q4, Dalvikurbyggd,1880,970,910,.,1680,200
2119,2018Q4, Eyjafjardarsveit,1030,520,520,.,990,40
2120,2018Q4, Horgarsveit,610,310,300,.,580,25
2121,2018Q4, Svalbardsstrandarhreppur,470,270,200,.,370,100
2122,2018Q4, Grytubakkahreppur,370,190,180,.,330,35
2123,2018Q4, Tjorneshreppur,50,25,30,.,50,5
2124,2018Q4, Thingeyjarsveit,1350,700,650,.,1190,150
2125,2018Q4, Langanesbyggd,580,310,260,.,490,90
2126,2018Q4, Fjardabyggd,5020,2680,2340,.,4330,680
2127,2018Q4, Mulathing,4820,2470,2350,.,4430,390
2128,2018Q4, Vopnafjardarhreppur,660,330,330,.,620,40
2129,2018Q4, Fljotsdalshreppur,70,45,25,.,70,5
2130,2018Q4, Vestmannaeyjabaer,4250,2230,2020,.,3870,380
2131,2018Q4, Sveitarfelagid Arborg,9370,4720,4650,.,8780,580
2132,2018Q4, Sveitarfelagid Hornafjordur,2360,1240,1110,.,1910,450
2133,2018Q4, Myrdalshreppur,670,360,310,.,420,250
2134,2018Q4, Skaftarhreppur,570,300,270,.,420,160
2135,2018Q4, Asahreppur,230,130,110,.,190,45
2136,2018Q4, Rangarthing eystra,1890,1000,890,.,1500,390
2137,2018Q4, Rangarthing ytra,1610,810,800,.,1370,240
2138,2018Q4, Hrunamannahreppur,780,420,360,.,620,160
2139,2018Q4, Hveragerdisbaer,2600,1290,1310,.,2460,130
2140,2018Q4, Sveitarfelagid Olfus,2110,1140,970,.,1760,340
2141,2018Q4, Grimsnes- og Grafningshreppur,480,260,220,.,400,80
2142,2018Q4, Skeida- og Gnupverjahreppur,570,310,260,.,470,100
2143,2018Q4, Blaskogabyggd,1100,550,550,.,830,270
2144,2018Q4, Floahreppur,660,340,310,.,620,35
2145,2019Q1,Total,350260,178450,171810,.,308930,41340
2146,2019Q1,Capital region,223660,112920,110740,.,197970,25690
2147,2019Q1, Reykjavikurborg,125570,63440,62120,.,108240,17330
2148,2019Q1, Kopavogsbaer,36500,18550,17960,.,33040,3460
2149,2019Q1, Seltjarnarnesbaer,4550,2230,2320,.,4240,320
2150,2019Q1, Gardabaer,16100,7930,8180,.,15400,700
2151,2019Q1, Hafnarfjardarkaupstadur,29250,14750,14500,.,26250,3000
2152,2019Q1, Mosfellsbaer,11450,5910,5550,.,10590,860
2153,2019Q1, Kjosarhreppur,240,130,110,.,220,15
2154,2019Q1,Other regions,126600,65530,61070,.,110960,15650
2155,2019Q1, Reykjanesbaer,18430,9770,8660,.,14200,4230
2156,2019Q1, Grindavikurbaer,3430,1820,1610,.,2860,580
2157,2019Q1, Sveitarfelagid Vogar,1250,670,580,.,1030,230
2158,2019Q1, Sudurnesjabaer,3420,1830,1590,.,2790,630
2159,2019Q1, Akraneskaupstadur,7340,3790,3550,.,6670,680
2160,2019Q1, Skorradalshreppur,60,30,30,.,60,5
2161,2019Q1, Hvalfjardarsveit,630,330,300,.,590,35
2162,2019Q1, Borgarbyggd,3720,1960,1760,.,3320,390
2163,2019Q1, Grundarfjardarbaer,850,440,410,.,690,160
2164,2019Q1, Eyja- og Miklaholtshreppur,110,50,60,.,100,15
2165,2019Q1, Snaefellsbaer,1650,860,790,.,1340,310
2166,2019Q1, Sveitarfelagid Stykkisholmur,1230,640,590,.,1060,170
2167,2019Q1, Dalabyggd,650,340,310,.,610,30
2168,2019Q1, Bolungarvikurkaupstadur,940,500,440,.,770,170
2169,2019Q1, Isafjardarbaer,3710,1890,1820,.,3200,510
2170,2019Q1, Reykholahreppur,250,120,130,.,240,10
2171,2019Q1, Vesturbyggd,1230,650,570,.,1030,190
2172,2019Q1, Sudavikurhreppur,190,100,90,.,150,45
2173,2019Q1, Arneshreppur,40,20,20,.,40,.
2174,2019Q1, Kaldrananeshreppur,110,50,50,.,90,15
2175,2019Q1, Strandabyggd,420,220,200,.,400,25
2176,2019Q1, Hunathing vestra,1150,560,590,.,1070,80
2177,2019Q1, Sveitarfelagid Skagastrond,450,230,220,.,430,25
2178,2019Q1, Hunabyggd,1390,730,660,.,1270,120
2179,2019Q1, Skagafjordur,4140,2070,2070,.,3900,230
2180,2019Q1, Akureyrarbaer,18720,9370,9360,.,17810,910
2181,2019Q1, Nordurthing,2920,1540,1380,.,2530,390
2182,2019Q1, Fjallabyggd,1990,1000,980,.,1870,120
2183,2019Q1, Dalvikurbyggd,1880,970,910,.,1690,190
2184,2019Q1, Eyjafjardarsveit,1050,530,530,.,1010,45
2185,2019Q1, Horgarsveit,610,310,300,.,590,25
2186,2019Q1, Svalbardsstrandarhreppur,470,260,200,.,370,100
2187,2019Q1, Grytubakkahreppur,370,190,180,.,340,35
2188,2019Q1, Tjorneshreppur,50,25,25,.,50,0
2189,2019Q1, Thingeyjarsveit,1320,680,640,.,1180,140
2190,2019Q1, Langanesbyggd,570,310,260,.,480,90
2191,2019Q1, Fjardabyggd,5020,2680,2340,.,4340,680
2192,2019Q1, Mulathing,4830,2480,2350,.,4440,390
2193,2019Q1, Vopnafjardarhreppur,650,330,330,.,610,40
2194,2019Q1, Fljotsdalshreppur,70,45,25,.,70,5
2195,2019Q1, Vestmannaeyjabaer,4230,2210,2010,.,3850,370
2196,2019Q1, Sveitarfelagid Arborg,9450,4750,4700,.,8850,600
2197,2019Q1, Sveitarfelagid Hornafjordur,2350,1250,1110,.,1900,450
2198,2019Q1, Myrdalshreppur,670,360,310,.,410,260
2199,2019Q1, Skaftarhreppur,570,300,270,.,420,150
2200,2019Q1, Asahreppur,230,130,110,.,190,45
2201,2019Q1, Rangarthing eystra,1890,1000,890,.,1500,390
2202,2019Q1, Rangarthing ytra,1600,810,800,.,1370,240
2203,2019Q1, Hrunamannahreppur,780,420,360,.,610,160
2204,2019Q1, Hveragerdisbaer,2620,1300,1310,.,2470,140
2205,2019Q1, Sveitarfelagid Olfus,2140,1160,980,.,1780,360
2206,2019Q1, Grimsnes- og Grafningshreppur,480,260,220,.,410,70
2207,2019Q1, Skeida- og Gnupverjahreppur,560,290,270,.,470,90
2208,2019Q1, Blaskogabyggd,1100,560,540,.,830,270
2209,2019Q1, Floahreppur,660,350,310,.,620,35
2210,2019Q2,Total,351250,178810,172440,.,309360,41890
2211,2019Q2,Capital region,224170,113100,111070,.,198210,25960
2212,2019Q2, Reykjavikurborg,125720,63460,62260,.,108130,17590
2213,2019Q2, Kopavogsbaer,36580,18560,18020,.,33120,3460
2214,2019Q2, Seltjarnarnesbaer,4560,2230,2330,.,4230,320
2215,2019Q2, Gardabaer,16250,7990,8260,.,15540,700
2216,2019Q2, Hafnarfjardarkaupstadur,29250,14780,14480,.,26260,2990
2217,2019Q2, Mosfellsbaer,11590,5970,5620,.,10710,880
2218,2019Q2, Kjosarhreppur,240,130,110,.,220,15
2219,2019Q2,Other regions,127080,65710,61380,.,111150,15930
2220,2019Q2, Reykjanesbaer,18560,9790,8770,.,14250,4310
2221,2019Q2, Grindavikurbaer,3410,1800,1620,.,2850,560
2222,2019Q2, Sveitarfelagid Vogar,1240,670,570,.,1020,220
2223,2019Q2, Sudurnesjabaer,3470,1860,1610,.,2830,640
2224,2019Q2, Akraneskaupstadur,7370,3800,3570,.,6700,670
2225,2019Q2, Skorradalshreppur,60,35,25,.,50,5
2226,2019Q2, Hvalfjardarsveit,620,330,290,.,580,35
2227,2019Q2, Borgarbyggd,3710,1960,1750,.,3310,400
2228,2019Q2, Grundarfjardarbaer,840,440,400,.,680,160
2229,2019Q2, Eyja- og Miklaholtshreppur,110,50,60,.,90,20
2230,2019Q2, Snaefellsbaer,1640,850,790,.,1340,300
2231,2019Q2, Sveitarfelagid Stykkisholmur,1220,630,590,.,1050,170
2232,2019Q2, Dalabyggd,630,320,300,.,600,25
2233,2019Q2, Bolungarvikurkaupstadur,930,490,440,.,770,160
2234,2019Q2, Isafjardarbaer,3720,1900,1820,.,3190,520
